signal,version,IS_n,IS_mean,IS_t,IS_sr,OOS_n,OOS_mean,OOS_t,OOS_sr,POST_n,POST_mean,POST_t,POST_sr,P2015_n,P2015_mean,P2015_t,P2015_sr,IS_skew,IS_worst,IS_worst_z,IS_maxdd_pp,Year,SampleStartYear,SampleEndYear,Cat.Data,Cat.Economic,mech,mech_reason,data_src,Portfolio Period,Stock Weight,Return,T-Stat,Predictability in OP,LongDescription,q5_ew__IS_mean,q5_ew__IS_t,q5_ew__IS_sr,q5_ew__OOS_mean,q5_ew__OOS_t,q5_ew__OOS_sr,q5_ew__POST_mean,q5_ew__POST_t,q5_ew__POST_sr,q5_ew__P2015_mean,q5_ew__P2015_t,q5_ew__P2015_sr,q5_vw__IS_mean,q5_vw__IS_t,q5_vw__IS_sr,q5_vw__OOS_mean,q5_vw__OOS_t,q5_vw__OOS_sr,q5_vw__POST_mean,q5_vw__POST_t,q5_vw__POST_sr,q5_vw__P2015_mean,q5_vw__P2015_t,q5_vw__P2015_sr,me_gt_nyse20__IS_mean,me_gt_nyse20__IS_t,me_gt_nyse20__IS_sr,me_gt_nyse20__OOS_mean,me_gt_nyse20__OOS_t,me_gt_nyse20__OOS_sr,me_gt_nyse20__POST_mean,me_gt_nyse20__POST_t,me_gt_nyse20__POST_sr,me_gt_nyse20__P2015_mean,me_gt_nyse20__P2015_t,me_gt_nyse20__P2015_sr,nyse_only__IS_mean,nyse_only__IS_t,nyse_only__IS_sr,nyse_only__OOS_mean,nyse_only__OOS_t,nyse_only__OOS_sr,nyse_only__POST_mean,nyse_only__POST_t,nyse_only__POST_sr,nyse_only__P2015_mean,nyse_only__P2015_t,nyse_only__P2015_sr,op_OOS_ratio,op_POST_ratio,op_P2015_ratio,q5_ew_OOS_ratio,q5_ew_POST_ratio,q5_ew_P2015_ratio,q5_vw_OOS_ratio,q5_vw_POST_ratio,q5_vw_P2015_ratio,me_gt_nyse20_OOS_ratio,me_gt_nyse20_POST_ratio,me_gt_nyse20_P2015_ratio,smallcap_share_screen,smallcap_share_vw,monthly_rebal,op_OOS_ratio_c,op_POST_ratio_c,op_P2015_ratio_c,q5_ew_OOS_ratio_c,q5_ew_POST_ratio_c,q5_ew_P2015_ratio_c,q5_vw_OOS_ratio_c,q5_vw_POST_ratio_c,q5_vw_P2015_ratio_c,me_gt_nyse20_OOS_ratio_c,me_gt_nyse20_POST_ratio_c,me_gt_nyse20_P2015_ratio_c,alive_2015,alive_2015_big,sc_terc,skew_terc,pub_era
std_turn,op,360,0.7706,3.2906,0.6008,72,0.9960,1.3646,0.5571,276,-0.0343,-0.0730,-0.0152,120,0.2709,0.3775,0.1194,-0.3315,-14.3602,-3.4054,-39.3851,2001,1966,1995,Trading,liquidity,M3,rule: Cat.Economic=liquidity,volume,1.0000,EW,,3.7400,1_clear,Share turnover volatility,0.7706,3.2906,0.6008,0.9960,1.3646,0.5571,-0.0343,-0.0730,-0.0152,0.2709,0.3775,0.1194,0.7718,3.2923,0.6011,0.8223,1.0728,0.4380,-0.2881,-0.6321,-0.1318,-0.0595,-0.0866,-0.0274,0.5393,0.7777,0.2253,-0.1370,-0.1015,-0.0415,0.5247,1.7586,0.3667,0.6354,1.5997,0.5059,0.7706,3.2906,0.6008,0.9960,1.3646,0.5571,-0.0343,-0.0730,-0.0152,0.2709,0.3775,0.1194,1.2926,-0.0445,0.3516,1.2926,-0.0445,0.3516,1.0654,-0.3732,-0.0771,-0.2541,0.9729,1.1782,0.3002,-0.0016,1,1.2926,-0.0445,0.3516,1.2926,-0.0445,0.3516,1.0654,-0.3732,-0.0771,-0.2541,0.9729,1.1782,0,1,mid,neg skew,1996-2005
STreversal,op,648,2.9679,14.2090,1.9336,36,2.9880,4.3109,2.4889,408,1.6089,4.1730,0.7157,120,0.7224,1.2107,0.3829,1.6542,-36.9642,-7.5101,-36.9642,1990,1934,1987,Price,short-term reversal,M3,rule: Cat.Economic=short-term reversal,price,1.0000,EW,1.9900,12.4400,1_clear,Short term reversal,2.0497,12.4403,1.6929,1.3295,2.4739,1.4283,0.8690,2.9428,0.5047,0.3286,0.7158,0.2264,0.7939,5.0709,0.6901,-0.3249,-0.4365,-0.2520,-0.0700,-0.2403,-0.0412,-0.1721,-0.3470,-0.1097,1.4913,9.2428,1.2578,0.1320,0.2403,0.1387,0.0970,0.3130,0.0537,0.4723,0.9829,0.3108,2.3836,11.4627,1.5599,0.3606,0.4490,0.2592,0.4283,1.3740,0.2356,0.6740,0.9416,0.2977,1.0068,0.5421,0.2434,0.6486,0.4240,0.1603,-0.4092,-0.0882,-0.2168,0.0885,0.0651,0.3167,0.4975,0.6127,1,1.0068,0.5421,0.2434,0.6486,0.4240,0.1603,-0.4092,-0.0882,-0.2168,0.0885,0.0651,0.3167,0,0,high (microcap),pos skew,<=1995
SurpriseRD,op,336,0.2928,3.0470,0.5758,36,0.0868,0.1884,0.1088,240,-0.0267,-0.2639,-0.0590,120,-0.0329,-0.2045,-0.0647,2.8857,-5.7006,-3.4030,-17.8347,2004,1974,2001,Accounting,R&D,M6,rule: Cat.Economic=R&D,accounting,1.0000,EW,0.2940,3.5401,1_clear,Unexpected R&D increase,,,,,,,,,,,,,,,,,,,,,,,,,0.2249,2.1068,0.3982,-0.0202,-0.0436,-0.0251,0.0018,0.0183,0.0041,-0.0228,-0.1501,-0.0475,0.1972,3.0853,0.5831,-0.0813,-0.2923,-0.1688,0.0169,0.1398,0.0313,-0.1223,-0.6934,-0.2193,0.2964,-0.0911,-0.1123,,,,,,,-0.0900,0.0081,-0.1015,0.2317,,1,0.2964,-0.0911,-0.1123,,,,,,,-0.0900,0.0081,-0.1015,0,0,mid,pos skew,1996-2005
tang,op,348,0.7078,3.6711,0.6817,96,0.2351,0.6789,0.2400,180,-0.1025,-0.3164,-0.0817,120,-0.0799,-0.1745,-0.0552,3.7535,-10.0288,-2.9852,-35.4672,2009,1973,2001,Accounting,asset composition,M6,rule: Cat.Economic=asset composition,accounting,1.0000,EW,,3.3700,1_clear,Tangibility,0.7078,3.6711,0.6817,0.2351,0.6789,0.2400,-0.1025,-0.3164,-0.0817,-0.0799,-0.1745,-0.0552,-0.1298,-0.7633,-0.1417,0.1161,0.3031,0.1072,0.1305,0.3759,0.0971,0.0520,0.1108,0.0351,0.2946,1.3410,0.2490,-0.3900,-1.4466,-0.5115,-0.0750,-0.2504,-0.0647,-0.0969,-0.2295,-0.0726,0.1301,1.1895,0.2209,0.5638,2.2414,0.7925,0.0111,0.0581,0.0150,0.0951,0.3770,0.1192,0.3321,-0.1448,-0.1129,0.3321,-0.1448,-0.1129,-0.8940,-1.0049,-0.4002,-1.3238,-0.2545,-0.3290,0.5838,1.1834,1,0.3321,-0.1448,-0.1129,0.3321,-0.1448,-0.1129,-0.8940,-1.0049,-0.4002,-1.3238,-0.2545,-0.3290,0,0,high (microcap),pos skew,2006-2010
Tax,op,336,0.4358,3.4530,0.6526,48,0.5988,2.1595,1.0798,240,0.3659,3.1915,0.7136,120,0.3521,1.9875,0.6285,-1.0675,-16.3645,-7.2613,-39.6322,2004,1973,2000,Accounting,other,M4,tax-book gap as earnings quality,accounting,12.0000,EW,,3.8510,1_clear,Taxable income to income,0.4358,3.4530,0.6526,0.5988,2.1595,1.0798,0.3659,3.1915,0.7136,0.3521,1.9875,0.6285,0.2163,1.4495,0.2739,0.4612,1.3443,0.6721,0.4048,3.0026,0.6714,0.7090,3.8379,1.2137,0.3491,2.4796,0.4686,0.6462,1.6859,0.8430,0.3355,2.7953,0.6250,0.4265,2.3457,0.7418,0.3077,2.7295,0.5158,-0.2567,-0.9141,-0.4571,0.1829,1.2909,0.2887,0.2165,0.9808,0.3101,1.3739,0.8396,0.8078,1.3739,0.8396,0.8078,2.1326,1.8718,3.2783,1.8510,0.9609,1.2217,0.1989,0.5038,0,1.3739,0.8396,0.8078,1.3739,0.8396,0.8078,2.1326,1.8718,2.5000,1.8510,0.9609,1.2217,1,1,mid,neg skew,1996-2005
TotalAccruals,op,480,0.2828,2.6430,0.4179,48,0.8004,1.2360,0.6180,228,0.0168,0.1019,0.0234,120,-0.0587,-0.2280,-0.0721,1.9165,-7.9010,-3.4909,-32.8887,2005,1962,2001,Accounting,investment alt,M6,rule: Cat.Economic=investment alt,accounting,12.0000,EW,,6.3800,1_clear,Total accruals,0.2828,2.6430,0.4179,0.8004,1.2360,0.6180,0.0168,0.1019,0.0234,-0.0587,-0.2280,-0.0721,0.1851,1.6751,0.2649,0.1356,0.2280,0.1140,0.0484,0.2965,0.0680,-0.0320,-0.1298,-0.0410,0.2573,3.6963,0.5844,0.2639,0.6708,0.3354,0.1711,1.5675,0.3596,0.1179,0.7556,0.2390,0.2049,2.4053,0.3803,0.1236,0.4230,0.2115,0.2350,1.4067,0.3227,0.1704,0.7119,0.2251,2.8302,0.0593,-0.2076,2.8302,0.0593,-0.2076,0.7325,0.2614,-0.1730,1.0260,0.6651,0.4583,0.0904,0.3457,0,2.5000,0.0593,-0.2076,2.5000,0.0593,-0.2076,0.7325,0.2614,-0.1730,1.0260,0.6651,0.4583,0,0,low (big-cap ok),pos skew,1996-2005
TrendFactor,op,1020,1.7301,13.3570,1.4488,24,-0.0510,-0.0855,-0.0605,96,0.1812,0.4759,0.1683,120,0.1348,0.4131,0.1306,1.4835,-24.3952,-6.3153,-30.5189,2016,1930,2014,Price,momentum,M4,rule: Cat.Economic=momentum,price,1.0000,EW,1.6300,15.0000,1_clear,Trend Factor,1.7301,13.3570,1.4488,-0.0510,-0.0855,-0.0605,0.1812,0.4759,0.1683,0.1348,0.4131,0.1306,1.1612,7.8703,0.8537,0.8638,1.2693,0.8975,-0.4902,-1.0794,-0.3816,-0.2194,-0.5626,-0.1779,1.6555,12.7157,1.3792,-0.0510,-0.0851,-0.0602,0.1538,0.4044,0.1430,0.1129,0.3461,0.1095,1.5699,13.0221,1.4124,0.9538,1.2022,0.8501,0.1178,0.2935,0.1038,0.2850,0.7960,0.2517,-0.0295,0.1048,0.0779,-0.0295,0.1048,0.0779,0.7439,-0.4222,-0.1889,-0.0308,0.0929,0.0682,0.0431,0.3288,1,-0.0295,0.1048,0.0779,-0.0295,0.1048,0.0779,0.7439,-0.4222,-0.1889,-0.0308,0.0929,0.0682,0,0,low (big-cap ok),pos skew,2011-2016
VolSD,op,360,0.3841,2.8166,0.5142,72,-0.0593,-0.1376,-0.0562,276,0.0085,0.0355,0.0074,120,-0.1234,-0.3399,-0.1075,-0.1980,-8.1254,-3.2884,-19.5865,2001,1966,1995,Trading,liquidity,M3,rule: Cat.Economic=liquidity,volume,1.0000,EW,,3.5600,1_clear,Volume Variance,0.3841,2.8166,0.5142,-0.0593,-0.1376,-0.0562,0.0085,0.0355,0.0074,-0.1234,-0.3399,-0.1075,0.3434,2.8083,0.5127,0.0018,0.0045,0.0019,0.1332,0.8800,0.1835,-0.0027,-0.0178,-0.0056,0.4239,2.9119,0.5316,0.0845,0.1053,0.0430,0.1656,0.7551,0.1574,0.0773,0.2818,0.0891,0.3841,2.8166,0.5142,-0.0593,-0.1376,-0.0562,0.0085,0.0355,0.0074,-0.1234,-0.3399,-0.1075,-0.1545,0.0221,-0.3211,-0.1545,0.0221,-0.3211,0.0054,0.3878,-0.0078,0.1992,0.3906,0.1825,-0.1036,0.1060,1,-0.1545,0.0221,-0.3211,-0.1545,0.0221,-0.3211,0.0054,0.3878,-0.0078,0.1992,0.3906,0.1825,0,0,low (big-cap ok),neg skew,1996-2005
XFIN,op,342,1.0960,4.7595,0.8915,72,1.2563,1.4713,0.6006,216,1.2343,3.5645,0.8402,120,1.6704,3.0918,0.9777,-0.3723,-22.4769,-5.5354,-83.2710,2006,1971,2000,Accounting,external financing,M4,rule: Cat.Economic=external financing,accounting,12.0000,EW,1.2900,5.7000,1_clear,Net external financing,0.9653,5.7468,1.0765,0.9619,1.3521,0.5520,0.9958,3.5010,0.8252,1.2431,2.6948,0.8522,0.5017,2.3309,0.4366,0.7441,1.1482,0.4688,0.4560,1.7875,0.4213,0.6638,1.6686,0.5277,0.8715,3.7033,0.6937,1.1999,1.5845,0.6469,0.6130,2.2047,0.5196,0.6725,1.4886,0.4707,0.6842,5.4393,1.0189,0.1149,0.3986,0.1627,0.6919,3.3865,0.7982,0.7680,2.5793,0.8156,1.1463,1.1262,1.5241,0.9966,1.0317,1.2879,1.4832,0.9089,1.3231,1.3768,0.7033,0.7717,0.2048,0.4802,0,1.1463,1.1262,1.5241,0.9966,1.0317,1.2879,1.4832,0.9089,1.3231,1.3768,0.7033,0.7717,1,0,mid,neg skew,2006-2010
zerotrade6M,op,528,0.6255,3.3984,0.5123,36,-0.0359,-0.0676,-0.0390,216,0.2629,0.6135,0.1446,120,-0.0246,-0.0409,-0.0129,-0.0654,-13.1472,-3.2566,-52.6285,2006,1960,2003,Trading,liquidity,M3,rule: Cat.Economic=liquidity,volume,1.0000,EW,0.8060,4.0600,1_clear,Days with zero trades,0.4183,2.8973,0.4368,-0.2665,-0.5661,-0.3268,-0.0217,-0.0628,-0.0148,-0.2131,-0.4544,-0.1437,0.3575,2.2752,0.3430,-0.1112,-0.2398,-0.1385,-0.0297,-0.1201,-0.0283,-0.2361,-0.6638,-0.2099,0.4201,1.6079,0.2424,0.5709,0.9340,0.5393,0.1972,0.7180,0.1692,0.0284,0.0703,0.0222,0.6255,3.3984,0.5123,-0.0359,-0.0676,-0.0390,0.2629,0.6135,0.1446,-0.0246,-0.0409,-0.0129,-0.0573,0.4203,-0.0393,-0.6371,-0.0520,-0.5094,-0.3112,-0.0831,-0.6603,1.3591,0.4694,0.0677,0.3284,0.1453,1,-0.0573,0.4203,-0.0393,-0.6371,-0.0520,-0.5094,-0.3112,-0.0831,-0.6603,1.3591,0.4694,0.0677,0,0,mid,mid,2006-2010
zerotrade1M,op,528,0.6310,3.7530,0.5658,36,0.1795,0.3691,0.2131,216,0.2554,0.6466,0.1524,120,0.1152,0.2153,0.0681,0.0650,-12.3304,-3.3552,-43.6827,2006,1960,2003,Trading,liquidity,M3,rule: Cat.Economic=liquidity,volume,12.0000,EW,0.5600,3.4600,1_clear,Days with zero trades,0.4145,2.9111,0.4389,-0.1929,-0.4419,-0.2551,0.0264,0.0823,0.0194,-0.1178,-0.2860,-0.0904,0.1266,0.7504,0.1131,-0.1841,-0.4169,-0.2407,0.0670,0.3002,0.0707,-0.0374,-0.1211,-0.0383,0.4801,1.8981,0.2862,0.7052,1.3194,0.7618,0.1337,0.5289,0.1247,0.0418,0.1143,0.0361,0.6310,3.7530,0.5658,0.1795,0.3691,0.2131,0.2554,0.6466,0.1524,0.1152,0.2153,0.0681,0.2845,0.4048,0.1826,-0.4654,0.0637,-0.2843,-1.4548,0.5297,-0.2957,1.4688,0.2785,0.0871,0.2391,0.6946,0,0.2845,0.4048,0.1826,-0.4654,0.0637,-0.2843,-1.4548,0.5297,-0.2957,1.4688,0.2785,0.0871,0,0,mid,mid,2006-2010
zerotrade12M,op,528,0.6303,3.4287,0.5169,36,-0.0367,-0.0697,-0.0402,216,0.1817,0.4323,0.1019,120,-0.0042,-0.0071,-0.0022,-0.0845,-11.2790,-2.8195,-51.9848,2006,1960,2003,Trading,liquidity,M3,rule: Cat.Economic=liquidity,volume,1.0000,EW,0.8460,4.4000,1_clear,Days with zero trades,0.4122,2.9019,0.4375,-0.2272,-0.4650,-0.2685,-0.0596,-0.1718,-0.0405,-0.2142,-0.4710,-0.1490,0.3486,2.2294,0.3361,-0.0051,-0.0108,-0.0062,-0.1121,-0.4402,-0.1038,-0.2451,-0.6450,-0.2040,0.4280,1.6392,0.2471,0.6278,1.0868,0.6275,0.1390,0.5256,0.1239,0.0044,0.0114,0.0036,0.6303,3.4287,0.5169,-0.0367,-0.0697,-0.0402,0.1817,0.4323,0.1019,-0.0042,-0.0071,-0.0022,-0.0582,0.2884,-0.0066,-0.5512,-0.1445,-0.5195,-0.0147,-0.3216,-0.7030,1.4668,0.3247,0.0103,0.3209,0.1543,1,-0.0582,0.2884,-0.0066,-0.5512,-0.1445,-0.5195,-0.0147,-0.3216,-0.7030,1.4668,0.3247,0.0103,0,0,mid,mid,2006-2010
Activism2,op,135,0.4383,1.0477,0.3124,48,1.1475,1.8477,0.9238,14,0.1608,0.1621,0.1501,0,,,,0.3488,-12.8278,-2.7291,-71.2205,2005,1990,2001,13F,ownership,M1,13F/governance data,flows_holdings,1.0000,VW,0.6617,2.0000,2_likely,Active shareholders,0.7721,1.6787,0.5005,0.9740,1.4311,0.7156,0.1053,0.0897,0.0830,,,,0.7721,1.6787,0.5005,0.9740,1.4311,0.7156,0.1053,0.0897,0.0830,,,,0.3474,0.8350,0.2490,1.1440,1.8492,0.9246,-0.2089,-0.2008,-0.1859,,,,0.2878,0.6882,0.2052,1.0019,1.5484,0.7742,0.1520,0.1578,0.1461,,,,2.6180,0.3668,,1.2615,0.1364,,1.2615,0.1364,,3.2933,-0.6015,,0.2075,0.0000,1,2.5000,0.3668,,1.2615,0.1364,,1.2615,0.1364,,2.5000,-0.6015,,0,0,mid,mid,1996-2005
AdExp,op,264,0.6469,3.1273,0.6667,60,0.3828,0.7171,0.3207,276,0.3181,1.4040,0.2928,120,-0.1182,-0.3186,-0.1008,0.2110,-9.8807,-3.1322,-58.2992,2001,1975,1996,Accounting,R&D,M6,rule: Cat.Economic=R&D,accounting,12.0000,EW,0.5292,,2_likely,Advertising Expense,0.6469,3.1273,0.6667,0.3828,0.7171,0.3207,0.3181,1.4040,0.2928,-0.1182,-0.3186,-0.1008,0.8767,3.9621,0.8447,0.1097,0.1101,0.0492,0.0914,0.4217,0.0879,-0.2757,-0.7560,-0.2391,0.4192,2.0504,0.4372,0.2574,0.2839,0.1270,0.3089,1.5302,0.3191,0.0678,0.2120,0.0671,0.2608,1.0316,0.2199,-0.2791,-0.5007,-0.2239,0.3808,1.2143,0.2532,0.4764,0.8485,0.2683,0.5917,0.4917,-0.1827,0.5917,0.4917,-0.1827,0.1251,0.1042,-0.3144,0.6139,0.7369,0.1618,0.3519,-0.3552,0,0.5917,0.4917,-0.1827,0.5917,0.4917,-0.1827,0.1251,0.1042,-0.3144,0.6139,0.7369,0.1618,0,0,mid,mid,1996-2005
AgeIPO,op,84,1.6108,4.7194,1.7837,48,-0.1533,-0.2628,-0.1314,396,0.7625,2.7449,0.4778,120,0.6640,1.2443,0.3935,-0.2562,-6.8313,-2.6987,-20.6868,1991,1975,1987,Event,other,M4,IPO underperformance,event,1.0000,EW,0.9722,,2_likely,IPO and age,1.6108,4.7194,1.7837,-0.1533,-0.2628,-0.1314,0.7625,2.7449,0.4778,0.6640,1.2443,0.3935,0.4736,0.8285,0.3131,0.0809,0.1367,0.0683,0.9464,2.8672,0.4991,0.7753,1.4362,0.4542,0.3497,0.6831,0.2582,-0.7013,-1.0905,-0.5453,0.7753,2.6568,0.4625,0.5284,1.0197,0.3224,0.2956,0.3762,0.1422,0.8712,1.2627,0.6313,0.5997,2.3103,0.4022,0.3009,0.5278,0.1669,-0.0952,0.4733,0.4122,-0.0952,0.4733,0.4122,0.1709,1.9985,1.6371,-2.0056,2.2171,1.5111,0.7829,0.7060,1,-0.0952,0.4733,0.4122,-0.0952,0.4733,0.4122,0.1709,1.9985,1.6371,-1.5000,2.2171,1.5111,0,0,high (microcap),neg skew,<=1995
AnalystValue,op,210,0.2114,1.4087,0.3367,60,-0.0584,-0.1719,-0.0769,312,0.3870,1.2815,0.2513,120,0.3425,0.7318,0.2314,0.1120,-5.3350,-2.5509,-34.1979,1998,1975,1993,Analyst,valuation,M6,rule: Cat.Economic=valuation,analyst,12.0000,EW,0.2583,,2_likely,Analyst Value,0.2114,1.4087,0.3367,-0.0584,-0.1719,-0.0769,0.3870,1.2815,0.2513,0.3425,0.7318,0.2314,0.3701,2.0943,0.5006,0.0819,0.2228,0.0997,0.2728,0.9237,0.1811,-0.1254,-0.2447,-0.0774,0.3065,1.9516,0.4665,0.2206,0.5621,0.2514,0.4694,1.5076,0.2957,0.3702,0.8224,0.2601,0.2101,1.2066,0.2884,-0.0171,-0.0682,-0.0305,0.1743,0.8133,0.1595,0.1144,0.2662,0.0842,-0.2764,1.8313,1.6203,-0.2764,1.8313,1.6203,0.2212,0.7372,-0.3388,0.7198,1.5314,1.2076,-0.4502,-0.7512,0,-0.2764,1.8313,1.6203,-0.2764,1.8313,1.6203,0.2212,0.7372,-0.3388,0.7198,1.5314,1.2076,0,0,low (big-cap ok),mid,1996-2005
AOP,op,210,0.3560,2.0151,0.4817,60,0.2980,0.8800,0.3936,312,0.0011,0.0074,0.0014,120,0.0523,0.2749,0.0869,0.2597,-7.6665,-3.1334,-39.5054,1998,1975,1993,Analyst,other,M4,rule: other/Analyst,analyst,12.0000,EW,0.2750,,2_likely,Analyst Optimism,0.3560,2.0151,0.4817,0.2980,0.8800,0.3936,0.0011,0.0074,0.0014,0.0523,0.2749,0.0869,-0.0765,-0.3617,-0.0865,0.2749,0.7111,0.3180,0.1108,0.5363,0.1052,0.0703,0.2259,0.0715,0.2175,1.1370,0.2718,0.1137,0.3133,0.1401,0.0470,0.3068,0.0602,-0.0108,-0.0552,-0.0175,0.1960,1.0899,0.2605,0.0495,0.2194,0.0981,0.0388,0.2738,0.0537,-0.0157,-0.0726,-0.0230,0.8369,0.0030,0.1469,0.8369,0.0030,0.1469,-3.5949,-1.4492,-0.9190,0.5228,0.2161,-0.0496,0.3892,1.2148,0,0.8369,0.0030,0.1469,0.8369,0.0030,0.1469,-1.5000,-1.4492,-0.9190,0.5228,0.2161,-0.0496,0,0,high (microcap),mid,1996-2005
Beta,op,480,0.6790,1.7522,0.2771,60,-1.9504,-2.2677,-1.0142,612,0.2627,0.8996,0.1260,120,0.4229,0.6244,0.1975,2.1988,-20.5340,-2.4987,-71.0845,1973,1929,1968,Price,risk,M6,CAPM beta,price,1.0000,EW,,2.5700,2_likely,CAPM beta,0.6790,1.7522,0.2771,-1.9504,-2.2677,-1.0142,0.2627,0.8996,0.1260,0.4229,0.6244,0.1975,0.5446,1.4718,0.2327,-2.1307,-2.4258,-1.0849,0.1489,0.4904,0.0687,0.3135,0.5126,0.1621,0.3232,0.9269,0.1466,-1.4264,-1.7970,-0.8037,0.2041,0.7373,0.1032,0.4666,0.8011,0.2533,0.6248,1.6301,0.2577,-1.4489,-1.8050,-0.8072,0.3470,1.3322,0.1865,0.4483,0.6362,0.2012,-2.8725,0.3868,0.6228,-2.8725,0.3868,0.6228,-3.9125,0.2735,0.5757,-4.4132,0.6315,1.4436,0.5240,0.1979,1,-1.5000,0.3868,0.6228,-1.5000,0.3868,0.6228,-1.5000,0.2735,0.5757,-1.5000,0.6315,1.4436,0,0,high (microcap),pos skew,<=1995
BetaFP,op,1008,-0.0099,-0.0327,-0.0036,24,0.0483,0.0491,0.0347,120,-0.1610,-0.2178,-0.0689,120,-0.1610,-0.2178,-0.0689,2.0714,-27.9255,-2.9118,-391.1289,2014,1929,2012,Price,other,M3,betting-against-beta: leverage constraints,price,1.0000,EW,0.7000,7.1200,2_likely,Frazzini-Pedersen Beta,0.0300,0.1214,0.0132,0.0445,0.0619,0.0438,-0.1344,-0.2406,-0.0761,-0.1344,-0.2406,-0.0761,0.0039,0.0170,0.0018,0.2681,0.3552,0.2512,0.8195,1.3869,0.4386,0.8195,1.3869,0.4386,-0.0272,-0.0943,-0.0103,0.7422,0.7834,0.5540,0.5314,0.7176,0.2269,0.5314,0.7176,0.2269,0.1527,0.5124,0.0559,0.3768,0.2981,0.2108,0.4236,0.4383,0.1386,0.4236,0.4383,0.1386,-4.9023,16.3273,16.3273,1.4817,-4.4767,-4.4767,68.5733,209.6167,209.6167,-27.2548,-19.5153,-19.5153,-1.7620,0.8698,1,-1.5000,2.5000,2.5000,1.4817,-1.5000,-1.5000,2.5000,2.5000,2.5000,-1.5000,-1.5000,-1.5000,0,0,low (big-cap ok),pos skew,2011-2016
BidAskSpread,op,240,0.7103,1.5951,0.3567,72,-0.7765,-1.4100,-0.5756,456,0.0051,0.0134,0.0022,120,-0.6774,-0.9366,-0.2962,2.0619,-13.6030,-2.0750,-103.7997,1986,1961,1980,Trading,liquidity,M3,rule: Cat.Economic=liquidity,volume,1.0000,EW,,,2_likely,Bid-ask spread,0.5521,1.3923,0.3113,-0.8785,-1.8382,-0.7504,-0.0769,-0.2271,-0.0368,-0.5569,-0.8665,-0.2740,0.1064,0.2867,0.0641,-1.2068,-2.8065,-1.1457,-0.7666,-2.0088,-0.3259,-0.6730,-0.9777,-0.3092,0.0414,0.1697,0.0379,-0.8974,-2.8339,-1.1569,-0.2409,-0.7382,-0.1198,-0.3075,-0.4907,-0.1552,0.3613,1.0111,0.2261,-0.5781,-1.4321,-0.5846,-0.1772,-0.5401,-0.0876,-0.1799,-0.2421,-0.0766,-1.0933,0.0071,-0.9537,-1.5913,-0.1392,-1.0087,-11.3409,-7.2041,-6.3250,-21.6742,-5.8169,-7.4272,0.9417,0.8073,1,-1.0933,0.0071,-0.9537,-1.5000,-0.1392,-1.0087,-1.5000,-1.5000,-1.5000,-1.5000,-1.5000,-1.5000,0,0,high (microcap),pos skew,<=1995
BrandInvest,op,432,0.5757,2.0047,0.3341,48,-0.3295,-0.6802,-0.3401,120,-0.4300,-0.9116,-0.2883,120,-0.4300,-0.9116,-0.2883,1.9618,-22.3891,-3.8474,-103.7235,2014,1975,2010,Accounting,investment alt,M6,rule: Cat.Economic=investment alt,accounting,12.0000,EW,0.4350,2.0100,2_likely,Brand capital investment,0.5757,2.0047,0.3341,-0.3295,-0.6802,-0.3401,-0.4300,-0.9116,-0.2883,-0.4300,-0.9116,-0.2883,0.1772,0.7449,0.1241,-0.0739,-0.1397,-0.0699,-0.5964,-1.0889,-0.3443,-0.5964,-1.0889,-0.3443,0.1521,0.7476,0.1246,-0.0459,-0.1166,-0.0583,-0.0027,-0.0076,-0.0024,-0.0027,-0.0076,-0.0024,0.3382,1.7893,0.2982,-0.1114,-0.3115,-0.1557,0.5296,1.1056,0.3496,0.5296,1.1056,0.3496,-0.5724,-0.7468,-0.7468,-0.5724,-0.7468,-0.7468,-0.4167,-3.3648,-3.3648,-0.3019,-0.0178,-0.0178,0.7357,0.6921,0,-0.5724,-0.7468,-0.7468,-0.5724,-0.7468,-0.7468,-0.4167,-1.5000,-1.5000,-0.3019,-0.0178,-0.0178,0,0,high (microcap),pos skew,2011-2016
ConsRecomm,op,50,0.5165,1.3286,0.6509,48,2.0719,2.2510,1.1255,276,0.1095,0.5970,0.1245,120,-0.2406,-0.7439,-0.2353,0.4919,-4.6087,-1.8645,-9.7794,2001,1985,1997,Analyst,recommendation,M4,rule: Cat.Economic=recommendation,analyst,1.0000,VW,0.7900,3.1970,2_likely,Consensus Recommendation,,,,,,,,,,,,,,,,,,,,,,,,,0.4987,1.2755,0.6249,2.0632,2.2347,1.1174,0.1059,0.5772,0.1204,-0.2426,-0.7500,-0.2372,0.3854,0.9911,0.4855,1.9999,2.5023,1.2512,-0.0014,-0.0080,-0.0017,-0.3260,-1.2447,-0.3936,4.0115,0.2119,-0.4658,,,,,,,4.1373,0.2124,-0.4865,0.0345,,1,2.5000,0.2119,-0.4658,,,,,,,2.5000,0.2124,-0.4865,0,0,low (big-cap ok),mid,1996-2005
